Fecha,Prediccion_NN
2015-03-10,799.5534
2015-03-11,806.372
2015-03-12,813.19635
2015-03-13,820.0207
2015-03-14,826.84515
2015-03-15,833.6696
2015-03-16,840.4941
2015-03-17,847.3185
2015-03-18,854.143
2015-03-19,860.9678
2015-03-20,867.7925
2015-03-21,874.61707
2015-03-22,881.4415
2015-03-23,888.2658
2015-03-24,895.0894
2015-03-25,901.91174
2015-03-26,908.734
2015-03-27,915.5562
2015-03-28,922.37836
2015-03-29,929.2006
2015-03-30,936.02277
2015-03-31,942.8449
2015-04-01,745.276
2015-04-02,751.2022
2015-04-03,757.369
2015-04-04,763.66425
2015-04-05,770.185
2015-04-06,776.9976
2015-04-07,783.81036
2015-04-08,790.6232
2015-04-09,797.4366
2015-04-10,804.25165
2015-04-11,811.0759
2015-04-12,817.9003
2015-04-13,824.72473
2015-04-14,831.54913
2015-04-15,838.3736
2015-04-16,845.19806
2015-04-17,852.0225
2015-04-18,858.8472
2015-04-19,865.6719
2015-04-20,872.49646
2015-04-21,879.3209
2015-04-22,886.1453
2015-04-23,892.9696
2015-04-24,899.79205
2015-04-25,906.61426
2015-04-26,913.43646
2015-04-27,920.2587
2015-04-28,927.0809
2015-04-29,933.903
2015-04-30,940.7253
2015-05-01,749.33923
2015-05-02,755.4528
2015-05-03,761.68164
2015-05-04,768.11005
2015-05-05,774.8811
2015-05-06,781.69366
2015-05-07,788.50665
2015-05-08,795.3198
2015-05-09,802.13336
2015-05-10,808.9555
2015-05-11,815.77985
2015-05-12,822.6043
2015-05-13,829.42865
2015-05-14,836.2531
2015-05-15,843.07764
2015-05-16,849.90204
2015-05-17,856.7266
2015-05-18,863.55133
2015-05-19,870.3757
2015-05-20,877.20044
2015-05-21,884.0247
2015-05-22,890.8491
2015-05-23,897.6723
2015-05-24,904.49457
2015-05-25,911.31683
2015-05-26,918.139
2015-05-27,924.9612
2015-05-28,931.7834
2015-05-29,938.60547
2015-05-30,945.42773
2015-05-31,952.2499
2015-06-01,753.53656
2015-06-02,759.70337
2015-06-03,766.0616
2015-06-04,772.7646
2015-06-05,779.5772
2015-06-06,786.38995
2015-06-07,793.20306
2015-06-08,800.01654
2015-06-09,806.8351
2015-06-10,813.65936
2015-06-11,820.4838
2015-06-12,827.3082
2015-06-13,834.1326
2015-06-14,840.95703
2015-06-15,847.78156
2015-06-16,854.606
2015-06-17,861.4305
2015-06-18,868.25507
2015-06-19,875.07965
2015-06-20,881.9041
2015-06-21,888.7285
2015-06-22,895.55255
2015-06-23,902.3749
2015-06-24,909.19696
2015-06-25,916.0192
2015-06-26,922.8413
2015-06-27,929.6636
2015-06-28,936.4858
2015-06-29,943.308
2015-06-30,950.1301
2015-07-01,757.7872
2015-07-02,764.07825
2015-07-03,770.64813
2015-07-04,777.4608
2015-07-05,784.2734
2015-07-06,791.08636
2015-07-07,797.8997
2015-07-08,804.7149
2015-07-09,811.53894
2015-07-10,818.36334
2015-07-11,825.1878
2015-07-12,832.01215
2015-07-13,838.8366
2015-07-14,845.6611
2015-07-15,852.4856
2015-07-16,859.30994
2015-07-17,866.13434
2015-07-18,872.9591
2015-07-19,879.78357
2015-07-20,886.608
2015-07-21,893.43243
2015-07-22,900.25507
2015-07-23,907.07733
2015-07-24,913.8995
2015-07-25,920.72174
2015-07-26,927.5438
2015-07-27,934.3661
2015-07-28,941.1883
2015-07-29,948.01044
2015-07-30,954.8327
2015-07-31,961.65485
2015-08-01,762.0956
2015-08-02,768.5602
2015-08-03,775.3443
2015-08-04,782.1569
2015-08-05,788.9697
2015-08-06,795.7829
2015-08-07,802.5967
2015-08-08,809.4185
2015-08-09,816.2429
2015-08-10,823.0674
2015-08-11,829.8917
2015-08-12,836.71625
2015-08-13,843.54065
2015-08-14,850.3652
2015-08-15,857.1894
2015-08-16,864.01373
2015-08-17,870.8383
2015-08-18,877.66296
2015-08-19,884.4875
2015-08-20,891.3118
2015-08-21,898.13525
2015-08-22,904.9576
2015-08-23,911.7798
2015-08-24,918.602
2015-08-25,925.4242
2015-08-26,932.24634
2015-08-27,939.0684
2015-08-28,945.8908
2015-08-29,952.71295
2015-08-30,959.5351
2015-08-31,966.35724
2015-09-01,766.49945
2015-09-02,773.2278
2015-09-03,780.04047
2015-09-04,786.85315
2015-09-05,793.6662
2015-09-06,800.4798
2015-09-07,807.2983
2015-09-08,814.12256
2015-09-09,820.9469
2015-09-10,827.7713
2015-09-11,834.59564
2015-09-12,841.4202
2015-09-13,848.2446
2015-09-14,855.06903
2015-09-15,861.89325
2015-09-16,868.7177
2015-09-17,875.5423
2015-09-18,882.3668
2015-09-19,889.1912
2015-09-20,896.0155
2015-09-21,902.8378
2015-09-22,909.6601
2015-09-23,916.4823
2015-09-24,923.3045
2015-09-25,930.12665
2015-09-26,936.94885
2015-09-27,943.77106
2015-09-28,950.59314
2015-09-29,957.41534
2015-09-30,964.2376
2015-10-01,771.1114
2015-10-02,777.92395
2015-10-03,784.73663
2015-10-04,791.5494
2015-10-05,798.36304
2015-10-06,805.17804
2015-10-07,812.002
2015-10-08,818.82654
2015-10-09,825.6509
2015-10-10,832.4753
2015-10-11,839.29974
2015-10-12,846.1242
2015-10-13,852.94855
2015-10-14,859.7727
2015-10-15,866.5971
2015-10-16,873.4217
2015-10-17,880.2463
2015-10-18,887.0706
2015-10-19,893.89496
2015-10-20,900.718
2015-10-21,907.54034
2015-10-22,914.36255
2015-10-23,921.18475
2015-10-24,928.0069
2015-10-25,934.8291
2015-10-26,941.6513
2015-10-27,948.47345
2015-10-28,955.2956
2015-10-29,962.11786
2015-10-30,968.94
2015-10-31,975.76215
2015-11-01,775.8076
2015-11-02,782.6202
2015-11-03,789.43286
2015-11-04,796.24615
2015-11-05,803.0599
2015-11-06,809.88165
2015-11-07,816.706
2015-11-08,823.53046
2015-11-09,830.3548
2015-11-10,837.17926
2015-11-11,844.00366
2015-11-12,850.82794
2015-11-13,857.65216
2015-11-14,864.4764
2015-11-15,871.30096
2015-11-16,878.12555
2015-11-17,884.95013
2015-11-18,891.7744
2015-11-19,898.5983
2015-11-20,905.4206
2015-11-21,912.24274
2015-11-22,919.065
2015-11-23,925.88715
2015-11-24,932.70935
2015-11-25,939.53156
2015-11-26,946.35376
2015-11-27,953.1761
2015-11-28,959.99817
2015-11-29,966.82025
2015-11-30,973.6425
2015-12-01,780.5037
2015-12-02,787.31635
2015-12-03,794.12933
2015-12-04,800.9431
2015-12-05,807.76154
2015-12-06,814.58563
2015-12-07,821.41
2015-12-08,828.2344
2015-12-09,835.0589
2015-12-10,841.88324
2015-12-11,848.7075
2015-12-12,855.5318
2015-12-13,862.35596
2015-12-14,869.18036
2015-12-15,876.0048
2015-12-16,882.8295
2015-12-17,889.6539
2015-12-18,896.47797
2015-12-19,903.30084
2015-12-20,910.1231
2015-12-21,916.94525
2015-12-22,923.7674
2015-12-23,930.58966
2015-12-24,937.4119
2015-12-25,944.2341
2015-12-26,951.0562
2015-12-27,957.87836
2015-12-28,964.7006
2015-12-29,971.5227
2015-12-30,978.3449
2015-12-31,985.1672
2016-01-01,733.86926
2016-01-02,739.3746
2016-01-03,745.1092
2016-01-04,751.1416
2016-01-05,757.30884
2016-01-06,763.6077
2016-01-07,770.07764
2016-01-08,776.8902
2016-01-09,783.70294
2016-01-10,790.51605
2016-01-11,797.3293
2016-01-12,804.14435
2016-01-13,810.9686
2016-01-14,817.793
2016-01-15,824.6174
2016-01-16,831.4417
2016-01-17,838.2663
2016-01-18,845.09076
2016-01-19,851.9151
2016-01-20,858.74005
2016-01-21,865.5649
2016-01-22,872.38947
2016-01-23,879.2139
2016-01-24,886.0383
2016-01-25,892.8622
2016-01-26,899.68475
2016-01-27,906.507
2016-01-28,913.32916
2016-01-29,920.1514
2016-01-30,926.9737
2016-01-31,933.79584
2016-02-01,737.6917
2016-02-02,743.3492
2016-02-03,749.2252
2016-02-04,755.39264
2016-02-05,761.62506
2016-02-06,768.0206
2016-02-07,774.77374
2016-02-08,781.58636
2016-02-09,788.39935
2016-02-10,795.21246
2016-02-11,802.026
2016-02-12,808.8482
2016-02-13,815.6725
2016-02-14,822.4969
2016-02-15,829.32135
2016-02-16,836.1457
2016-02-17,842.9703
2016-02-18,849.79474
2016-02-19,856.6193
2016-02-20,863.4441
2016-02-21,870.26874
2016-02-22,877.09344
2016-02-23,883.9178
2016-02-24,890.742
2016-02-25,897.56494
2016-02-26,904.38727
2016-02-27,911.20953
2016-02-28,918.0317
2016-02-29,924.8538
2016-03-01,741.59235
2016-03-02,747.3941
2016-03-03,753.47644
2016-03-04,759.64325
2016-03-05,766.0044
2016-03-06,772.6573
2016-03-07,779.46985
2016-03-08,786.2826
2016-03-09,793.09576
2016-03-10,799.90924
2016-03-11,806.7277
2016-03-12,813.55206
2016-03-13,820.37646
2016-03-14,827.20087
2016-03-15,834.0253
2016-03-16,840.84973
2016-03-17,847.67426
2016-03-18,854.4988
2016-03-19,861.32355
2016-03-20,868.14813
2016-03-21,874.9728
2016-03-22,881.7972
2016-03-23,888.62164
2016-03-24,895.4451
2016-03-25,902.2675
2016-03-26,909.0898
2016-03-27,915.9119
2016-03-28,922.7342
2016-03-29,929.55634
2016-03-30,936.3786
2016-03-31,943.2006
2016-04-01,745.6347
2016-04-02,751.56024
2016-04-03,757.72705
2016-04-04,764.0217
2016-04-05,770.5407
2016-04-06,777.35345
2016-04-07,784.16614
2016-04-08,790.9791
2016-04-09,797.7924
2016-04-10,804.6074
2016-04-11,811.43164
2016-04-12,818.2561
2016-04-13,825.0804
2016-04-14,831.9049
2016-04-15,838.7293
2016-04-16,845.5538
2016-04-17,852.37823
2016-04-18,859.2028
2016-04-19,866.0275
2016-04-20,872.8521
2016-04-21,879.6767
2016-04-22,886.50104
2016-04-23,893.3253
2016-04-24,900.14777
2016-04-25,906.97003
2016-04-26,913.79224
2016-04-27,920.6144
2016-04-28,927.4366
2016-04-29,934.2588
2016-04-30,941.08093
2016-05-01,749.69794
2016-05-02,755.811
2016-05-03,762.03906
2016-05-04,768.46655
2016-05-05,775.23694
2016-05-06,782.04956
2016-05-07,788.86237
2016-05-08,795.6756
2016-05-09,802.4892
2016-05-10,809.3112
2016-05-11,816.13556
2016-05-12,822.96
2016-05-13,829.78436
2016-05-14,836.60876
2016-05-15,843.43335
2016-05-16,850.2579
2016-05-17,857.0822
2016-05-18,863.9069
2016-05-19,870.7315
2016-05-20,877.5561
2016-05-21,884.38043
2016-05-22,891.20483
2016-05-23,898.02814
2016-05-24,904.8503
2016-05-25,911.67255
2016-05-26,918.4947
2016-05-27,925.31683
2016-05-28,932.1391
2016-05-29,938.9613
2016-05-30,945.78345
2016-05-31,952.60565
2016-06-01,753.89465
2016-06-02,760.06146
2016-06-03,766.4186
2016-06-04,773.1204
2016-06-05,779.93304
2016-06-06,786.7457
2016-06-07,793.5589
2016-06-08,800.3723
2016-06-09,807.1908
2016-06-10,814.0151
2016-06-11,820.83954
2016-06-12,827.664
2016-06-13,834.48834
2016-06-14,841.3128
2016-06-15,848.13727
2016-06-16,854.96185
2016-06-17,861.78625
2016-06-18,868.6108
2016-06-19,875.43536
2016-06-20,882.2598
2016-06-21,889.08417
2016-06-22,895.9084
2016-06-23,902.7305
2016-06-24,909.5528
2016-06-25,916.37494
2016-06-26,923.1972
2016-06-27,930.0195
2016-06-28,936.8416
2016-06-29,943.66376
2016-06-30,950.4859
2016-07-01,758.14526
2016-07-02,764.4357
2016-07-03,771.0039
2016-07-04,777.81665
2016-07-05,784.62933
2016-07-06,791.4422
2016-07-07,798.25555
2016-07-08,805.07074
2016-07-09,811.8947
2016-07-10,818.7191
2016-07-11,825.5435
2016-07-12,832.36786
2016-07-13,839.1924
2016-07-14,846.0168
2016-07-15,852.8414
2016-07-16,859.6656
2016-07-17,866.4902
2016-07-18,873.3147
2016-07-19,880.13934
2016-07-20,886.9637
2016-07-21,893.788
2016-07-22,900.6109
2016-07-23,907.4331
2016-07-24,914.2553
2016-07-25,921.07745
2016-07-26,927.8996
2016-07-27,934.72186
2016-07-28,941.54407
2016-07-29,948.3663
2016-07-30,955.1884
2016-07-31,962.0105
2016-08-01,762.4531
2016-08-02,768.91656
2016-08-03,775.70013
2016-08-04,782.51276
2016-08-05,789.32544
2016-08-06,796.13873
2016-08-07,802.95245
2016-08-08,809.7743
2016-08-09,816.5986
2016-08-10,823.4231
2016-08-11,830.2475
2016-08-12,837.07184
2016-08-13,843.8964
2016-08-14,850.7208
2016-08-15,857.54517
2016-08-16,864.36957
2016-08-17,871.19415
2016-08-18,878.0187
2016-08-19,884.84314
2016-08-20,891.66754
2016-08-21,898.49115
2016-08-22,905.31335
2016-08-23,912.13556
2016-08-24,918.9577
2016-08-25,925.77985
2016-08-26,932.6021
2016-08-27,939.42426
2016-08-28,946.24646
2016-08-29,953.0687
2016-08-30,959.891
2016-08-31,966.7131
2016-09-01,766.8559
2016-09-02,773.5836
2016-09-03,780.3963
2016-09-04,787.2089
2016-09-05,794.0219
2016-09-06,800.8356
2016-09-07,807.65405
2016-09-08,814.4782
2016-09-09,821.3026
2016-09-10,828.12695
2016-09-11,834.9515
2016-09-12,841.7759
2016-09-13,848.6004
2016-09-14,855.42474
2016-09-15,862.2489
2016-09-16,869.0734
2016-09-17,875.89795
2016-09-18,882.7226
2016-09-19,889.54694
2016-09-20,896.37115
2016-09-21,903.19354
2016-09-22,910.0158
2016-09-23,916.83795
2016-09-24,923.6602
2016-09-25,930.4823
2016-09-26,937.3045
2016-09-27,944.1268
2016-09-28,950.9489
2016-09-29,957.77106
2016-09-30,964.5932
2016-10-01,771.4672
2016-10-02,778.27985
2016-10-03,785.09247
2016-10-04,791.9052
2016-10-05,798.71875
2016-10-06,805.5339
2016-10-07,812.3577
2016-10-08,819.1822
2016-10-09,826.00653
2016-10-10,832.8311
2016-10-11,839.6555
2016-10-12,846.4799
2016-10-13,853.3042
2016-10-14,860.1285
2016-10-15,866.9528
2016-10-16,873.7774
2016-10-17,880.60187
2016-10-18,887.4264
2016-10-19,894.2508
2016-10-20,901.0738
2016-10-21,907.89606
2016-10-22,914.7183
2016-10-23,921.54047
2016-10-24,928.36273
2016-10-25,935.1849
2016-10-26,942.007
2016-10-27,948.8292
2016-10-28,955.6514
2016-10-29,962.4735
2016-10-30,969.2958
2016-10-31,976.1179
2016-11-01,776.1634
2016-11-02,782.976
2016-11-03,789.78864
2016-11-04,796.602
2016-11-05,803.4157
2016-11-06,810.23737
2016-11-07,817.06177
2016-11-08,823.88617
2016-11-09,830.7106
2016-11-10,837.535
2016-11-11,844.35944
2016-11-12,851.1838
2016-11-13,858.00793
2016-11-14,864.8322
2016-11-15,871.6567
2016-11-16,878.48126
2016-11-17,885.30585
2016-11-18,892.1303
2016-11-19,898.95404
2016-11-20,905.7763
2016-11-21,912.5986
2016-11-22,919.4207
2016-11-23,926.243
2016-11-24,933.0651
2016-11-25,939.8873
2016-11-26,946.7095
2016-11-27,953.5317
2016-11-28,960.3539
2016-11-29,967.176
2016-11-30,973.99817
2016-12-01,780.8595
2016-12-02,787.6722
2016-12-03,794.48517
2016-12-04,801.2989
2016-12-05,808.1171
2016-12-06,814.9413
2016-12-07,821.7657
2016-12-08,828.59015
2016-12-09,835.4146
2016-12-10,842.239
2016-12-11,849.0632
2016-12-12,855.88745
2016-12-13,862.7116
2016-12-14,869.536
2016-12-15,876.36066
2016-12-16,883.1852
2016-12-17,890.0097
2016-12-18,896.8338
2016-12-19,903.65643
2016-12-20,910.4788
2016-12-21,917.301
2016-12-22,924.1232
2016-12-23,930.9454
2016-12-24,937.7676
2016-12-25,944.5898
2016-12-26,951.412
2016-12-27,958.23413
2016-12-28,965.05634
2016-12-29,971.8784
2016-12-30,978.70074
2016-12-31,985.52277
2017-01-01,734.2284
2017-01-02,739.7335
2017-01-03,745.4682
2017-01-04,751.4997
2017-01-05,757.66693
2017-01-06,763.96515
2017-01-07,770.43365
2017-01-08,777.24603
2017-01-09,784.0587
2017-01-10,790.8719
2017-01-11,797.6851
2017-01-12,804.50006
2017-01-13,811.3244
2017-01-14,818.14874
2017-01-15,824.9731
2017-01-16,831.79755
2017-01-17,838.62195
2017-01-18,845.44653
2017-01-19,852.2709
2017-01-20,859.0957
2017-01-21,865.9205
2017-01-22,872.7452
2017-01-23,879.56964
2017-01-24,886.394
2017-01-25,893.21796
2017-01-26,900.0404
2017-01-27,906.86285
2017-01-28,913.685
2017-01-29,920.50714
2017-01-30,927.3294
2017-01-31,934.15155
2017-02-01,738.05084
2017-02-02,743.70795
2017-02-03,749.5832
2017-02-04,755.7507
2017-02-05,761.98254
2017-02-06,768.3775
2017-02-07,775.12946
2017-02-08,781.9422
2017-02-09,788.7552
2017-02-10,795.56836
2017-02-11,802.38184
2017-02-12,809.2039
2017-02-13,816.02826
2017-02-14,822.85266
2017-02-15,829.67694
2017-02-16,836.50146
2017-02-17,843.326
2017-02-18,850.15045
2017-02-19,856.97516
2017-02-20,863.7999
2017-02-21,870.6246
2017-02-22,877.44916
2017-02-23,884.2735
2017-02-24,891.0977
2017-02-25,897.92065
2017-02-26,904.7431
2017-02-27,911.5652
2017-02-28,918.3874
2017-03-01,741.951
2017-03-02,747.75287
2017-03-03,753.83453
2017-03-04,760.0013
2017-03-05,766.36176
2017-03-06,773.013
2017-03-07,779.8257
2017-03-08,786.6384
2017-03-09,793.4516
2017-03-10,800.26495
2017-03-11,807.08344
2017-03-12,813.90784
2017-03-13,820.73224
2017-03-14,827.5566
2017-03-15,834.38104
2017-03-16,841.2055
2017-03-17,848.02997
2017-03-18,854.8545
2017-03-19,861.6793
2017-03-20,868.50397
2017-03-21,875.3285
2017-03-22,882.153
2017-03-23,888.97723
2017-03-24,895.8009
2017-03-25,902.6232
2017-03-26,909.4455
2017-03-27,916.26776
2017-03-28,923.0899
2017-03-29,929.91205
2017-03-30,936.7342
2017-03-31,943.55646
2017-04-01,745.99347
2017-04-02,751.9183
2017-04-03,758.08514
2017-04-04,764.3791
2017-04-05,770.8964
2017-04-06,777.70917
2017-04-07,784.52185
2017-04-08,791.3349
2017-04-09,798.14825
2017-04-10,804.9632
2017-04-11,811.78735
2017-04-12,818.61176
2017-04-13,825.4362
2017-04-14,832.26056
2017-04-15,839.08496
2017-04-16,845.90955
2017-04-17,852.73395
2017-04-18,859.55865
2017-04-19,866.38336
2017-04-20,873.2079
2017-04-21,880.0324
2017-04-22,886.85675
2017-04-23,893.6811
2017-04-24,900.50354
2017-04-25,907.3258
2017-04-26,914.148
2017-04-27,920.9702
2017-04-28,927.7924
2017-04-29,934.6146
2017-04-30,941.4367
2017-05-01,750.0566
2017-05-02,756.1689
2017-05-03,762.39655
2017-05-04,768.82306
2017-05-05,775.5927
2017-05-06,782.40533
2017-05-07,789.21814
2017-05-08,796.03143
2017-05-09,802.84503
2017-05-10,809.66693
2017-05-11,816.4913
2017-05-12,823.3156
2017-05-13,830.14014
2017-05-14,836.96454
2017-05-15,843.789
2017-05-16,850.6135
2017-05-17,857.438
2017-05-18,864.26263
2017-05-19,871.0872
2017-05-20,877.91174
2017-05-21,884.73615
2017-05-22,891.5605
2017-05-23,898.38385
2017-05-24,905.20605
2017-05-25,912.02826
2017-05-26,918.85046
2017-05-27,925.67267
2017-05-28,932.4949
2017-05-29,939.3171
2017-05-30,946.1392
2017-05-31,952.9615
2017-06-01,754.2526
2017-06-02,760.4195
2017-06-03,766.7758
2017-06-04,773.47626
2017-06-05,780.2889
2017-06-06,787.1015
2017-06-07,793.91473
2017-06-08,800.72815
2017-06-09,807.54645
2017-06-10,814.3709
2017-06-11,821.19525
2017-06-12,828.01965
2017-06-13,834.84406
2017-06-14,841.6685
2017-06-15,848.4931
2017-06-16,855.31757
2017-06-17,862.142
2017-06-18,868.96655
2017-06-19,875.79114
2017-06-20,882.61566
2017-06-21,889.43994
2017-06-22,896.2641
2017-06-23,903.0863
2017-06-24,909.90857
2017-06-25,916.73065
2017-06-26,923.5529
2017-06-27,930.37506
2017-06-28,937.19727
2017-06-29,944.01953
2017-06-30,950.84174
2017-07-01,758.50323
2017-07-02,764.79315
2017-07-03,771.3598
2017-07-04,778.17236
2017-07-05,784.98505
2017-07-06,791.7979
2017-07-07,798.6113
2017-07-08,805.4264
2017-07-09,812.2504
2017-07-10,819.0749
2017-07-11,825.89923
2017-07-12,832.72363
2017-07-13,839.54803
2017-07-14,846.3726
2017-07-15,853.19696
2017-07-16,860.0213
2017-07-17,866.8459
2017-07-18,873.6705
2017-07-19,880.49506
2017-07-20,887.3194
2017-07-21,894.14374
2017-07-22,900.9666
2017-07-23,907.78876
2017-07-24,914.611
2017-07-25,921.4332
2017-07-26,928.2554
2017-07-27,935.0776
2017-07-28,941.8998
2017-07-29,948.72186
2017-07-30,955.5441
2017-07-31,962.3663
2017-08-01,762.81055
2017-08-02,769.27313
2017-08-03,776.0559
2017-08-04,782.8686
2017-08-05,789.6812
2017-08-06,796.4945
2017-08-07,803.30817
2017-08-08,810.13
2017-08-09,816.9544
2017-08-10,823.77875
2017-08-11,830.6032
2017-08-12,837.4277
2017-08-13,844.25214
2017-08-14,851.0766
2017-08-15,857.9009
2017-08-16,864.7253
2017-08-17,871.54974
2017-08-18,878.3743
2017-08-19,885.1989
2017-08-20,892.0232
2017-08-21,898.84674
2017-08-22,905.6691
2017-08-23,912.4913
2017-08-24,919.31354
2017-08-25,926.1357
2017-08-26,932.95795
2017-08-27,939.78
2017-08-28,946.60223
2017-08-29,953.4245
2017-08-30,960.2467
2017-08-31,967.0687
2017-09-01,767.21234
2017-09-02,773.93945
2017-09-03,780.7521
2017-09-04,787.5647
2017-09-05,794.37775
2017-09-06,801.1914
2017-09-07,808.00977
2017-09-08,814.834
2017-09-09,821.6584
2017-09-10,828.4828
2017-09-11,835.3072
2017-09-12,842.13165
2017-09-13,848.95605
2017-09-14,855.78046
2017-09-15,862.60455
2017-09-16,869.42914
2017-09-17,876.2537
2017-09-18,883.0783
2017-09-19,889.9028
2017-09-20,896.72687
2017-09-21,903.5493
2017-09-22,910.37146
2017-09-23,917.1938
2017-09-24,924.0159
2017-09-25,930.8382
2017-09-26,937.66034
2017-09-27,944.4826
2017-09-28,951.3047
2017-09-29,958.1269
2017-09-30,964.9491
2017-10-01,771.82294
2017-10-02,778.63556
2017-10-03,785.4483
2017-10-04,792.26105
2017-10-05,799.0745
2017-10-06,805.8896
2017-10-07,812.7135
2017-10-08,819.5379
2017-10-09,826.36224
2017-10-10,833.18677
2017-10-11,840.01117
2017-10-12,846.83563
2017-10-13,853.6599
2017-10-14,860.48413
2017-10-15,867.3085
2017-10-16,874.133
2017-10-17,880.9577
2017-10-18,887.78204
2017-10-19,894.6064
2017-10-20,901.42957
2017-10-21,908.2518
2017-10-22,915.07404
2017-10-23,921.8963
2017-10-24,928.7183
2017-10-25,935.5406
2017-10-26,942.36273
2017-10-27,949.185
2017-10-28,956.0072
2017-10-29,962.82935
2017-10-30,969.65155
2017-10-31,976.4736
2017-11-01,776.5191
2017-11-02,783.3317
2017-11-03,790.1445
2017-11-04,796.95776
2017-11-05,803.77155
2017-11-06,810.5931
2017-11-07,817.4175
2017-11-08,824.2419
2017-11-09,831.06635
2017-11-10,837.8907
2017-11-11,844.71515
2017-11-12,851.5395
2017-11-13,858.3637
2017-11-14,865.1878
2017-11-15,872.0125
2017-11-16,878.837
2017-11-17,885.66156
2017-11-18,892.48596
2017-11-19,899.30975
2017-11-20,906.132
2017-11-21,912.9543
2017-11-22,919.7764
2017-11-23,926.5987
2017-11-24,933.42084
2017-11-25,940.24304
2017-11-26,947.06525
2017-11-27,953.88745
2017-11-28,960.70953
2017-11-29,967.5317
2017-11-30,974.3539
2017-12-01,781.2153
2017-12-02,788.0279
2017-12-03,794.8409
2017-12-04,801.65466
2017-12-05,808.47284
2017-12-06,815.29706
2017-12-07,822.12146
2017-12-08,828.94586
2017-12-09,835.7703
2017-12-10,842.59467
2017-12-11,849.419
2017-12-12,856.2432
2017-12-13,863.06744
2017-12-14,869.8917
2017-12-15,876.7163
2017-12-16,883.54095
2017-12-17,890.3654
2017-12-18,897.1895
2017-12-19,904.01227
2017-12-20,910.83453
2017-12-21,917.6568
2017-12-22,924.47894
2017-12-23,931.3011
2017-12-24,938.1235
2017-12-25,944.9455
2017-12-26,951.7679
2017-12-27,958.58984
2017-12-28,965.41205
2017-12-29,972.23425
2017-12-30,979.05634
2017-12-31,985.8786
